"得意先","部門","製造倉庫","受注日","製造指示日","製造指示番号","品番","ｻｲｽﾞ(厚さ)","ｻｲｽﾞ(縦)","ｻｲｽﾞ(横)","ｻｲｽﾞ(高さ)","品名","色","数量","規格","製造期限","配送便","出荷日","出庫日","進捗","担当者","生地日","調達"
"かごしま電工　南★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096737-001-771","SE3030XCW","1.50","300.0","300.0","300.0","SUS PB 水切 焼付","5Y7/1 近似色","6","ｱｰｽ 内ﾜﾆｽ","2026/08/06","佐川急便","2026/08/06","","仕上","山口","2026/07/31","製造"
"越智電機産業　今治★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097245-001-771","BP0000SC","1.60","150.0","100.0","150.0","国土 PBﾄｸ 平 焼付","5Y7/1(近似色)","1","ｱｰｽ無 開口･穴加工ｱﾘ","2026/08/06","福山通運　九州発送","2026/08/06","","仕上","三澄","2026/08/03","製造"
"越智電機産業　今治★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097245-002-771","IMK0000C","3.20","159.4","35.0","120.0","鉄 曲金物 焼付","5Y7/1(近似色)","1","","2026/08/06","福山通運　九州発送","2026/08/06","","曲げ","志田","2026/08/03","製造"
"栗田電機　松山★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097260-001-771","DKW0000N","1.60","295.0","295.0","130.0","Sﾀﾞｲﾏ 貫通枠","","1","/380/380","2026/08/06","福山通運　九州発送","2026/08/06","","組立","坂元","2026/08/05","製造"
"かごしま電工　国分★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097367-001-771","ID0000C","1.60","700.0","200.0","800.0","鉄 ﾀﾞｸﾄ 焼付","2.5Y9/1 近似色","1","正面平蓋　背面取付穴6-φ12","2026/08/06","佐川急便","2026/08/06","","溶接","カイ","2026/08/03","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-004-771","DE0000SN","1.60","600.0","600.0","600.0","Sﾀﾞｲﾏ PBﾄｸ 平","","1","ｱｰｽ 開口穴　2面蓋","2026/08/06","チャーター便","2026/08/06","","組立","坂元","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-001-771","ZG0000","0.00","100.0","50.0","6,000.0","ZN 架台","","2","C100x50x5x7.5 先メッキ","2026/08/06","チャーター便","2026/08/06","","未着手","","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-002-771","ZAI0000","0.00","50.0","50.0","6,000.0","ZN ｱﾝｸﾞﾙ","","2","L50x50x6t 先メッキ","2026/08/06","チャーター便","2026/08/06","","未着手","","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-003-771","ZG0000","0.00","100.0","50.0","700.0","ZN 架台","","1","穴加工　C100x50 先メッキ","2026/08/06","チャーター便","2026/08/06","","未着手","","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-006-771","DP0000WN","1.60","600.0","300.0","300.0","Sﾀﾞｲﾏ PBﾄｸ 被せ","","5","穴加工","2026/08/06","チャーター便","2026/08/06","","仕上","三澄","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-007-771","DE0000WN","2.30","500.0","1,000.0","300.0","Sﾀﾞｲﾏ PBﾄｸ 被せ","","5","ｱｰｽ 穴加工","2026/08/06","チャーター便","2026/08/06","","仕上","三澄","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-011-771","DP3030SNP","1.60","300.0","300.0","300.0","Sﾀﾞｲﾏ PB 平","","1","ｺﾞﾑﾊﾟｯｷﾝ付","2026/08/06","チャーター便","2026/08/06","","仕上","山口","2026/08/04","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097514-012-771","DE0000SN","2.30","1,000.0","550.0","1,150.0","Sﾀﾞｲﾏ PBﾄｸ 平","","1","ｱｰｽ 穴あきアングル溶接","2026/08/06","チャーター便","2026/08/06","","溶接","恒川","2026/08/04","製造"
"かごしま電工　奄美★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097608-001-771","SE4030XCW","1.50","400.0","400.0","300.0","SUS PB 水切 焼付","5Y7/1 近似色","1","ｱｰｽ 内ﾜﾆｽ","2026/08/06","佐川急便","2026/08/06","","仕上","三澄","2026/07/31","製造"
"平岡電気　福岡東★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098173-002-771","DC0000N","1.60","750.0","150.0","15.0","Sﾀﾞｲﾏ ｶﾊﾞｰ","","1","三方コーキング代 穴加工","2026/08/05","ヤマックス福岡","2026/08/06","","曲げ","道上","2026/08/05","製造"
"平岡電気　福岡東★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098173-001-771","DC0000N","1.60","1,140.0","190.0","15.0","Sﾀﾞｲﾏ ｶﾊﾞｰ","","2","三方コーキング代 穴加工","2026/08/05","ヤマックス福岡","2026/08/06","","曲げ","道上","2026/08/05","製造"
"木村電機　熊本東★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098566-001-771","BE2010SC","1.60","200.0","200.0","100.0","国土 PB 平 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","佐川急便","2026/08/06","","未着手","","","加工"
"田中商事　熊本","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098750-001-771","SE5030XC","1.50","500.0","500.0","300.0","SUS PB 水切 焼付","5Y7/1 近似色","1","ｱｰｽ","2026/08/06","佐川急便","2026/08/06","","仕上","三澄","2026/08/03","製造"
"カンサイ　中央★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098822-001-771","BE3030SC","1.60","300.0","300.0","300.0","国土 PB 平 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","佐川急便","2026/08/06","","仕上","山口","2026/08/03","製造"
"八州電気工業　岡山★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098954-001-771","IIP0000C","1.60","1,335.0","320.0","0.0","鉄 ﾌﾟﾚｰﾄ 焼付","N9.5(近似色)","5","開口･穴加工ｱﾘ","2026/08/06","福山通運　九州発送","2026/08/06","","切断","森山","2026/08/03","製造"
"平岡電気　佐賀★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099079-001-771","SPS1500","6.00","250.0","250.0","1,500.0","SUS ﾊﾟｲﾌﾟｽﾀﾝｼｮﾝ","","1","H=1500 SUS304","2026/08/06","佐川急便","2026/08/06","","溶接","クイ","2026/08/03","製造"
"東芝電材　熊本★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099099-001-771","BE2520SC","1.60","250.0","250.0","200.0","国土 PB 平 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","佐川急便","2026/08/06","","仕上","山口","2026/08/03","製造"
"かごしま電工　出水★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099187-001-771","IG0000G","0.00","550.0","400.0","0.0","鉄 架台","","1","さび止め L50x50x6t 2-PL6.0t 穴加工","2026/08/06","福山通運　九州発送","2026/08/06","","溶接","横澤","2026/08/05","製造"
"かごしま電工　出水★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099493-001-771","IG0000G","0.00","550.0","400.0","0.0","鉄 架台","","1","さび止め L50x50x6t 2-PL6.0t 穴加工","2026/08/06","福山通運　九州発送","2026/08/06","","溶接","横澤","2026/08/05","製造"
"三親電材　広島★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099658-002-771","DMK0000N","1.60","50.0","170.0","30.0","Sﾀﾞｲﾏ 曲金物","","40","2-φ5","2026/08/06","福山通運　九州発送","2026/08/06","","切断","森山","2026/08/06","製造"
"カンサイHD　電設★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099707-001-771","DE4040SNP","1.60","400.0","400.0","400.0","Sﾀﾞｲﾏ PB 平","","1","ｱｰｽ ｺﾞﾑﾊﾟｯｷﾝ付","2026/08/06","チャーター便","2026/08/06","","切断","井上(隆)","2026/08/06","製造"
"平和テクノ　行橋★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099930-001-771","SIP0000N","2.00","150.0","24.0","0.0","SUS ﾌﾟﾚｰﾄ","","44","φ7x40長穴x2 ｺｰﾅｰR5x4 生地","2026/08/06","佐川急便","2026/08/06","","切断","森山","2026/08/06","製造"
"富士商会　佐賀★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100600-001-771","IAI0000G","0.00","3,000.0","0.0","0.0","鉄 ｱﾝｸﾞﾙ","","3","L40x40x3t  赤錆","2026/08/06","福山通運　九州発送","2026/08/06","","未着手","","2026/08/06","製造"
"ナンリツ　本社営業部★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100864-004-771","SE0000XN","1.50","400.0","300.0","200.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/06","福山通運　九州発送","2026/08/06","","未着手","","2026/08/06","製造"
"ナンリツ　本社営業部★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100864-001-771","SE0000XN","1.50","600.0","400.0","200.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/06","福山通運　九州発送","2026/08/06","","未着手","","2026/08/06","製造"
"ナンリツ　本社営業部★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100864-002-771","SE0000XN","1.50","500.0","500.0","250.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/06","福山通運　九州発送","2026/08/06","","未着手","","2026/08/06","製造"
"ナンリツ　本社営業部★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100864-003-771","SE0000XN","1.50","500.0","300.0","300.0","SUS PBﾄｸ 水切","","1","ｱｰｽ","2026/08/06","福山通運　九州発送","2026/08/06","","未着手","","2026/08/06","製造"
"木村電機　本社★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092218-001-771","AD0000N","2.00","915.0","540.0","1,850.0","ｱﾙﾐ ﾀﾞｸﾄ","","1","ｱﾙﾏｲﾄｸﾘｱ材　総AL-L-30x30x3t　本体2分割･ふた3分割","2026/08/06","チャーター便","2026/08/07","","溶接","カイ","2026/08/05","製造"
"木村電機　本社★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092218-002-771","AD0000N","2.00","500.0","320.0","3,300.0","ｱﾙﾐ ﾀﾞｸﾄ","","1","ｱﾙﾏｲﾄｸﾘｱ材　総AL-L-30x30x3t　本体･ふた3分割","2026/08/04","チャーター便","2026/08/07","","仕上","三澄","2026/08/03","製造"
"木村電機　本社★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092237-003-771","ZKM0000","5.00","500.0","100.0","50.0","ZN 金物","","3","SS-C-5x50x100　穴加工","2026/08/05","チャーター便","2026/08/07","","溶接","バン","2026/07/29","製造"
"木村電機　本社★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092251-005-771","SMK0000N","2.00","40.0","82.0","60.0","SUS 曲金物","","2","穴加工","2026/08/06","チャーター便","2026/08/07","","切断","森山","2026/08/06","製造"
"木村電機　本社★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092251-004-771","SD0000N","1.50","1,050.0","450.0","1,950.0","SUS ﾀﾞｸﾄ","","1","被せ　本体･ふた2分割 生地　","2026/08/06","チャーター便","2026/08/07","","曲げ","道上","2026/08/06","製造"
"かごしま電工　南★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096756-001-771","SE2020XCW","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ 内ﾜﾆｽ","2026/08/07","佐川急便","2026/08/07","","仕上","山口","2026/08/03","製造"
"かごしま電工　南★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096775-002-771","SE4040XCW","1.50","400.0","400.0","400.0","SUS PB 水切 焼付","5Y7/1 近似色","5","ｱｰｽ 内ﾜﾆｽ","2026/08/07","佐川急便","2026/08/07","","溶接","テイン","2026/08/03","製造"
"かごしま電工　南★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0096775-001-771","SE3030XCW","1.50","300.0","300.0","300.0","SUS PB 水切 焼付","5Y7/1 近似色","1","ｱｰｽ 内ﾜﾆｽ","2026/08/07","佐川急便","2026/08/07","","仕上","山口","2026/08/03","製造"
"栗田電機　今治★","九州工場","九州工場","2026/07/29","2026/07/29","26-J0097116-001-771","ZE0000W","3.20","200.0","190.0","150.0","ZN PBﾄｸ 被せ","","3","HDZT-49 ｱｰｽ FB 穴加工ｱﾘ","2026/08/07","福山通運　九州発送","2026/08/07","","溶接","マイン","2026/07/31","製造"
"大洋電材　本社★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097743-001-771","SE0000XN","1.50","400.0","400.0","300.0","SUS PBﾄｸ 水切","","1","ｱｰｽ 穴加工、6-M8ボルト溶接(蝶ナット付)2-φ15","2026/08/06","北九州配達","2026/08/07","","切断","岩本","2026/08/06","製造"
"三親電材　広島★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097786-001-771","ZP0000W","2.30","150.0","150.0","75.0","ZN PBﾄｸ 被せ","","1","水抜き穴x2","2026/08/07","福山通運　九州発送","2026/08/07","","曲げ","志田","2026/07/31","製造"
"アサヒ　中部","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098317-003-771","30PLA","0.00","0.0","0.0","0.0","補修塗料 筆付","N5.5","1","ﾌﾟﾗ30ml","2026/08/07","沖縄直送","2026/08/07","","未着手","","","製造"
"アサヒ　中部","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098317-001-771","IE0000SC","2.30","2,300.0","400.0","250.0","鉄 PBﾄｸ 平 焼付","N5.5","1","本体２･蓋４分割 ｱｰｽ 穴加工","2026/08/07","沖縄直送","2026/08/07","","仕上","三澄","2026/08/04","製造"
"アサヒ　中部","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098317-002-771","IE0000SC","2.30","900.0","400.0","250.0","鉄 PBﾄｸ 平 焼付","N5.5","1","蓋２分割 ｱｰｽ","2026/08/07","沖縄直送","2026/08/07","","仕上","三澄","2026/08/04","製造"
"山電　八幡","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098676-001-771","SE2010XC","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","北九州配達","2026/08/07","","未着手","","","加工"
"田中商事　熊本","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098747-003-771","SE0000XC","2.00","800.0","800.0","500.0","SUS PBﾄｸ 水切 焼付","5Y7/1 近似色","2","ｱｰｽ","2026/08/07","福山通運　九州発送","2026/08/07","","切断","バック","2026/08/04","製造"
"アサヒ　本社","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098773-001-771","SE3520XC","1.50","350.0","350.0","200.0","SUS PB 水切 焼付","2.5Y9/1","2","ｱｰｽ","2026/08/06","沖縄直送","2026/08/07","","仕上","山口","2026/08/03","製造"
"アサヒ　本社","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098773-003-771","SE4020XC","1.50","400.0","400.0","200.0","SUS PB 水切 焼付","N-2 ﾂﾔ無","5","ｱｰｽ","2026/08/07","沖縄直送","2026/08/07","","仕上","山口","2026/08/04","製造"
"アサヒ　本社","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098773-002-771","SE5030XC","1.50","500.0","500.0","300.0","SUS PB 水切 焼付","N-2 ﾂﾔ無","5","ｱｰｽ","2026/08/07","沖縄直送","2026/08/07","","溶接","ロン","2026/08/04","製造"
"東芝電材　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098866-001-771","SE1515XC","1.50","150.0","150.0","150.0","SUS PB 水切 焼付","2.5Y9/1 近似色","3","ｱｰｽ","2026/08/06","ヤマックス福岡","2026/08/07","","仕上","三澄","2026/08/03","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099040-001-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","ヤマックス福岡","2026/08/07","","未着手","","","加工"
"興陽電機　福岡★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099135-001-771","SE2010XC","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/06","ヤマックス福岡","2026/08/07","","未着手","","","加工"
"中国機材設備　本社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0099329-001-771","I02000WC","1.60","460.0","270.0","20.0","鉄 ふたﾄｸ 焼付","N9.5 近似色","1","被せふた 塗装用吊り穴4","2026/08/07","佐川急便","2026/08/07","","仕上","山口","2026/08/04","製造"
"木村電機　本社★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099675-002-771","SE0000XC","1.50","600.0","500.0","200.0","SUS PBﾄｸ 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/07","佐川急便","2026/08/07","","溶接","テイン","2026/08/04","製造"
"木村電機　本社★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099675-001-771","SE5050XC","1.50","500.0","500.0","500.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/07","佐川急便","2026/08/07","","曲げ","ラム","2026/08/04","製造"
"ｹｲ･ｴｽ･ﾃﾞｰ　鹿児島★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099742-001-771","SKM0000C","1.50","40.0","30.0","2,500.0","SUS 金物 焼付","N1 近似色","3","SHLD1","2026/08/07","佐川急便","2026/08/07","","未着手","","2026/08/04","製造"
